nr_hidden_layers,hidden_layer_size,learning_rate,batch_size,activation_function,mse
4,30,0.01,full,ReLU(),788.0872031402588
4,30,0.01,full,Tanh(),277.42691314697265
4,30,0.01,full,Sigmoid(),393.04728057861325
4,30,0.1,full,ReLU(),74.20412395477295
4,30,0.1,full,Tanh(),14.899936308860779
4,30,0.1,full,Sigmoid(),14.948115000724792
4,40,0.001,full,ReLU(),4659.380219116211
4,40,0.001,full,Tanh(),599.6449530029297
4,40,0.001,full,Sigmoid(),694.8404418945313
4,40,0.01,full,ReLU(),1112.863957004547
4,40,0.01,full,Tanh(),187.0856706237793
4,40,0.01,full,Sigmoid(),315.86175720214845
4,40,0.1,full,ReLU(),44.59320925235748
4,40,0.1,full,Tanh(),28.90027547836304
4,40,0.1,full,Sigmoid(),18.02907573223114
4,50,0.001,full,ReLU(),3771.463751411438
4,50,0.001,full,Tanh(),559.1772613525391
4,50,0.001,full,Sigmoid(),681.382021484375
4,50,0.01,full,ReLU(),1014.5261732292175
4,50,0.01,full,Tanh(),120.11819229125976
4,50,0.01,full,Sigmoid(),250.66896987915038
4,50,0.1,full,ReLU(),39.838442044258116
4,50,0.1,full,Tanh(),15.038096103668213
4,50,0.1,full,Sigmoid(),23.132507362365722
4,60,0.001,full,ReLU(),5023.060616035462
4,60,0.001,full,Tanh(),522.6533746337891
4,60,0.001,full,Sigmoid(),653.0669213867187
4,60,0.01,full,ReLU(),996.9052112960816
4,60,0.01,full,Tanh(),71.41884517669678
4,60,0.01,full,Sigmoid(),188.51393615722657
4,60,0.1,full,ReLU(),37.71254691123963
4,60,0.1,full,Tanh(),17.88642601966858
4,60,0.1,full,Sigmoid(),20.5254643535614
4,70,0.001,full,ReLU(),7201.339726028443
4,70,0.001,full,Tanh(),492.3467791748047
4,70,0.001,full,Sigmoid(),635.8472119140625
4,70,0.01,full,ReLU(),781.3631538581848
4,70,0.01,full,Tanh(),40.101017761230466
4,70,0.01,full,Sigmoid(),153.18997283935548
4,70,0.1,full,ReLU(),44.1701331949234
4,70,0.1,full,Tanh(),23.09808548927307
4,70,0.1,full,Sigmoid(),17.412795877456666
4,80,0.001,full,ReLU(),5749.384460029602
4,80,0.001,full,Tanh(),462.1964935302734
4,80,0.001,full,Sigmoid(),614.5452331542969
4,80,0.01,full,ReLU(),1813.1201908493042
4,80,0.01,full,Tanh(),21.1808664226532
4,80,0.01,full,Sigmoid(),114.01394687652588
4,80,0.1,full,ReLU(),361.146977891922
4,80,0.1,full,Tanh(),15.034344162940979
4,80,0.1,full,Sigmoid(),15.302296161651611
4,90,0.001,full,ReLU(),7490.634679069519
4,90,0.001,full,Tanh(),439.5124224853516
4,90,0.001,full,Sigmoid(),596.3043988037109
4,90,0.01,full,ReLU(),1018.7550584220886
4,90,0.01,full,Tanh(),13.072024765014648
4,90,0.01,full,Sigmoid(),87.21979393005371
4,90,0.1,full,ReLU(),27.684529156684874
4,90,0.1,full,Tanh(),15.466488695144653
4,90,0.1,full,Sigmoid(),16.051365623474123
4,100,0.001,full,ReLU(),8685.958174552918
4,100,0.001,full,Tanh(),415.92122955322264
4,100,0.001,full,Sigmoid(),575.2020104980469
4,100,0.01,full,ReLU(),1190.4515061950683
4,100,0.01,full,Tanh(),12.16355776309967
4,100,0.01,full,Sigmoid(),62.148329944610595
4,100,0.1,full,ReLU(),28.049542450904845
4,100,0.1,full,Tanh(),19.33088990211487
4,100,0.1,full,Sigmoid(),17.51438507556915
4,110,0.001,full,ReLU(),6640.99057636261
4,110,0.001,full,Tanh(),391.6069369506836
4,110,0.001,full,Sigmoid(),555.4043383789062
4,110,0.01,full,ReLU(),1287.1591448020936
4,110,0.01,full,Tanh(),15.45049988746643
4,110,0.01,full,Sigmoid(),42.102396183013916
4,110,0.1,full,ReLU(),222.71585825920104
4,110,0.1,full,Tanh(),15.764477472305298
4,110,0.1,full,Sigmoid(),19.894364686012267
4,120,0.001,full,ReLU(),10030.551040534972
4,120,0.001,full,Tanh(),368.73217315673827
4,120,0.001,full,Sigmoid(),539.1139511108398
4,120,0.01,full,ReLU(),1569.7187636566161
4,120,0.01,full,Tanh(),20.466375513076784
4,120,0.01,full,Sigmoid(),31.964835262298585
4,120,0.1,full,ReLU(),26.747824788093567
4,120,0.1,full,Tanh(),14.073277978897094
4,120,0.1,full,Sigmoid(),20.899742355346678
4,130,0.001,full,ReLU(),8578.331938114166
4,130,0.001,full,Tanh(),352.4105505371094
4,130,0.001,full,Sigmoid(),523.3093502807617
4,130,0.01,full,ReLU(),1359.5006133461
4,130,0.01,full,Tanh(),25.156130657196044
4,130,0.01,full,Sigmoid(),21.2726305770874
4,130,0.1,full,ReLU(),28.79661005973816
4,130,0.1,full,Tanh(),15.922755274772644
4,130,0.1,full,Sigmoid(),18.76794053077698
4,140,0.001,full,ReLU(),7609.18522808075
4,140,0.001,full,Tanh(),331.71476501464844
4,140,0.001,full,Sigmoid(),509.7082095336914
4,140,0.01,full,ReLU(),1254.1825397872924
4,140,0.01,full,Tanh(),28.602688159942627
4,140,0.01,full,Sigmoid(),16.018228693008425
4,140,0.1,full,ReLU(),28.338253755569458
4,140,0.1,full,Tanh(),14.500925736427307
4,140,0.1,full,Sigmoid(),17.332335042953492
4,150,0.001,full,ReLU(),12203.747667922973
4,150,0.001,full,Tanh(),314.89356414794923
4,150,0.001,full,Sigmoid(),495.058974609375
4,150,0.01,full,ReLU(),1299.8099043273926
4,150,0.01,full,Tanh(),29.96867557525635
4,150,0.01,full,Sigmoid(),14.14609146118164
4,150,0.1,full,ReLU(),26.936366987228393
4,150,0.1,full,Tanh(),13.869467940330505
4,150,0.1,full,Sigmoid(),14.528263869285583
4,160,0.001,full,ReLU(),11325.161076507567
4,160,0.001,full,Tanh(),297.1523930358887
4,160,0.001,full,Sigmoid(),481.1352651977539
4,160,0.01,full,ReLU(),1932.44196931839
4,160,0.01,full,Tanh(),29.57678665161133
4,160,0.01,full,Sigmoid(),12.824136486053467
4,160,0.1,full,ReLU(),26.730296330451964
4,160,0.1,full,Tanh(),13.949061217308044
4,160,0.1,full,Sigmoid(),15.431235728263855
4,170,0.001,full,ReLU(),10637.536829109193
4,170,0.001,full,Tanh(),281.00768890380857
4,170,0.001,full,Sigmoid(),468.07876953125
4,170,0.01,full,ReLU(),1980.7478521728515
4,170,0.01,full,Tanh(),27.524427700042725
4,170,0.01,full,Sigmoid(),13.808547296524047
4,170,0.1,full,ReLU(),930.5366716432571
4,170,0.1,full,Tanh(),13.470316834449768
4,170,0.1,full,Sigmoid(),17.236354370117187
4,180,0.001,full,ReLU(),10805.878250312806
4,180,0.001,full,Tanh(),265.6559005737305
4,180,0.001,full,Sigmoid(),455.2264135742187
4,180,0.01,full,ReLU(),2058.9018365859984
4,180,0.01,full,Tanh(),24.39521427154541
4,180,0.01,full,Sigmoid(),15.636939177513122
4,180,0.1,full,ReLU(),288778.76510414126
4,180,0.1,full,Tanh(),13.421432514190673
4,180,0.1,full,Sigmoid(),19.358751287460326
4,190,0.001,full,ReLU(),12454.2043384552
4,190,0.001,full,Tanh(),251.56756134033202
4,190,0.001,full,Sigmoid(),444.9701449584961
4,190,0.01,full,ReLU(),1646.7062990951538
4,190,0.01,full,Tanh(),20.700642538070678
4,190,0.01,full,Sigmoid(),17.818893661499022
4,190,0.1,full,ReLU(),26.531444044113158
4,190,0.1,full,Tanh(),12.795317964553833
4,190,0.1,full,Sigmoid(),19.007435359954833
4,200,0.001,full,ReLU(),13831.689881973267
4,200,0.001,full,Tanh(),239.4638491821289
4,200,0.001,full,Sigmoid(),434.5785418701172
4,200,0.01,full,ReLU(),2524.546558170319
4,200,0.01,full,Tanh(),17.52540602684021
4,200,0.01,full,Sigmoid(),20.420213832855225
4,200,0.1,full,ReLU(),32.86918511390686
4,200,0.1,full,Tanh(),13.230696821212769
4,200,0.1,full,Sigmoid(),18.25270270347595
5,10,0.001,full,ReLU(),2312.1457917022703
5,10,0.001,full,Tanh(),734.3683734130859
5,10,0.001,full,Sigmoid(),747.4801940917969
5,10,0.01,full,ReLU(),125.11872278213501
5,10,0.01,full,Tanh(),542.0313403320313
5,10,0.01,full,Sigmoid(),604.9265533447266
5,10,0.1,full,ReLU(),283.36641584396364
5,10,0.1,full,Tanh(),11.989607706069947
5,10,0.1,full,Sigmoid(),15.473757705688477
5,20,0.001,full,ReLU(),629.0756143760681
5,20,0.001,full,Tanh(),694.8570404052734
5,20,0.001,full,Sigmoid(),729.9508111572266
5,20,0.01,full,ReLU(),104.48022685050964
5,20,0.01,full,Tanh(),388.77251190185547
5,20,0.01,full,Sigmoid(),496.4679852294922
5,20,0.1,full,ReLU(),476904.79645190237
5,20,0.1,full,Tanh(),32.620731048583984
5,20,0.1,full,Sigmoid(),29.794465074539186
5,30,0.001,full,ReLU(),604.574253025055
5,30,0.001,full,Tanh(),645.1603265380859
5,30,0.001,full,Sigmoid(),716.1564654541015
5,30,0.01,full,ReLU(),179.866471824646
5,30,0.01,full,Tanh(),273.22382904052733
5,30,0.01,full,Sigmoid(),398.4631942749023
5,30,0.1,full,ReLU(),69.19376548290252
5,30,0.1,full,Tanh(),15.099652161598206
5,30,0.1,full,Sigmoid(),15.311758246421814
5,40,0.001,full,ReLU(),515.512664604187
5,40,0.001,full,Tanh(),597.4157238769532
5,40,0.001,full,Sigmoid(),696.5134436035156
5,40,0.01,full,ReLU(),178.47585594177247
5,40,0.01,full,Tanh(),184.52787948608398
5,40,0.01,full,Sigmoid(),311.1847898864746
5,40,0.1,full,ReLU(),40.54320633888245
5,40,0.1,full,Tanh(),26.3009885597229
5,40,0.1,full,Sigmoid(),18.43534317970276
5,50,0.001,full,ReLU(),385.27406227111817
5,50,0.001,full,Tanh(),554.893832397461
5,50,0.001,full,Sigmoid(),676.3268231201172
5,50,0.01,full,ReLU(),206.66740064620973
5,50,0.01,full,Tanh(),118.44082176208497
5,50,0.01,full,Sigmoid(),248.45162765502928
5,50,0.1,full,ReLU(),35.736354207992555
5,50,0.1,full,Tanh(),18.759216284751894
5,50,0.1,full,Sigmoid(),22.68559401512146
5,60,0.001,full,ReLU(),380.17481534957886
5,60,0.001,full,Tanh(),514.9730172729492
5,60,0.001,full,Sigmoid(),650.2447161865234
5,60,0.01,full,ReLU(),240.23088251113893
5,60,0.01,full,Tanh(),70.38727130889893
5,60,0.01,full,Sigmoid(),194.928623046875
5,60,0.1,full,ReLU(),32.87322952270508
5,60,0.1,full,Tanh(),18.41916256427765
5,60,0.1,full,Sigmoid(),20.25368532180786
5,70,0.001,full,ReLU(),524.7835313415527
5,70,0.001,full,Tanh(),483.97143981933596
5,70,0.001,full,Sigmoid(),633.5258868408204
5,70,0.01,full,ReLU(),245.84250873565674
5,70,0.01,full,Tanh(),39.084817218780515
5,70,0.01,full,Sigmoid(),150.56512924194337
5,70,0.1,full,ReLU(),42.31252565383911
5,70,0.1,full,Tanh(),23.025288639068602
5,70,0.1,full,Sigmoid(),17.656034030914306
5,80,0.001,full,ReLU(),542.5679621505737
5,80,0.001,full,Tanh(),459.3671044921875
5,80,0.001,full,Sigmoid(),608.1169549560547
5,80,0.01,full,ReLU(),319.45111442565917
5,80,0.01,full,Tanh(),20.805405015945436
5,80,0.01,full,Sigmoid(),118.60585037231445
5,80,0.1,full,ReLU(),37.495932669639586
5,80,0.1,full,Tanh(),19.058377771377565
5,80,0.1,full,Sigmoid(),14.595682106018067
5,90,0.001,full,ReLU(),464.6921575164795
5,90,0.001,full,Tanh(),431.26286529541017
5,90,0.001,full,Sigmoid(),590.5123724365235
5,90,0.01,full,ReLU(),278.5919943237305
5,90,0.01,full,Tanh(),12.998536338806153
5,90,0.01,full,Sigmoid(),84.68737648010254
5,90,0.1,full,ReLU(),41.302786407470705
5,90,0.1,full,Tanh(),16.074876337051393
5,90,0.1,full,Sigmoid(),15.538007917404174
5,100,0.001,full,ReLU(),592.1385815620422
5,100,0.001,full,Tanh(),408.9041998291016
5,100,0.001,full,Sigmoid(),571.4819213867188
5,100,0.01,full,ReLU(),236.77345882415773
5,100,0.01,full,Tanh(),12.295248241424561
5,100,0.01,full,Sigmoid(),61.95625009536743
5,100,0.1,full,ReLU(),11780170.765068088
5,100,0.1,full,Tanh(),21.369201612472533
5,100,0.1,full,Sigmoid(),17.019582982063294
5,110,0.001,full,ReLU(),680.8052014160156
5,110,0.001,full,Tanh(),389.5185696411133
5,110,0.001,full,Sigmoid(),554.530690612793
5,110,0.01,full,ReLU(),208.22142253875734
5,110,0.01,full,Tanh(),15.56995849609375
5,110,0.01,full,Sigmoid(),44.08811101913452
5,110,0.1,full,ReLU(),65.37240566253662
5,110,0.1,full,Tanh(),24.417223014831542
5,110,0.1,full,Sigmoid(),18.978262796401978
5,120,0.001,full,ReLU(),801.9443999481201
5,120,0.001,full,Tanh(),365.7394110107422
5,120,0.001,full,Sigmoid(),537.3785623168945
5,120,0.01,full,ReLU(),275.42876148223877
5,120,0.01,full,Tanh(),20.783690719604493
5,120,0.01,full,Sigmoid(),31.88905620574951
5,120,0.1,full,ReLU(),33.61161518096924
5,120,0.1,full,Tanh(),23.06116968154907
5,120,0.1,full,Sigmoid(),20.7301411819458
5,130,0.001,full,ReLU(),797.3082904052734
5,130,0.001,full,Tanh(),348.6012435913086
5,130,0.001,full,Sigmoid(),518.943369140625
5,130,0.01,full,ReLU(),262.9901060295105
5,130,0.01,full,Tanh(),25.516544303894044
5,130,0.01,full,Sigmoid(),22.47395932674408
5,130,0.1,full,ReLU(),146354221.61802375
5,130,0.1,full,Tanh(),20.66952828884125
5,130,0.1,full,Sigmoid(),19.443423862457276
5,140,0.001,full,ReLU(),881.1759344482422
5,140,0.001,full,Tanh(),326.69824279785155
5,140,0.001,full,Sigmoid(),503.31422546386716
5,140,0.01,full,ReLU(),319.1893006896973
5,140,0.01,full,Tanh(),28.859257297515867
5,140,0.01,full,Sigmoid(),17.03432710647583
5,140,0.1,full,ReLU(),59.85240126132965
5,140,0.1,full,Tanh(),20.55259349822998
5,140,0.1,full,Sigmoid(),16.932191133499146
5,150,0.001,full,ReLU(),623.6676407051086
5,150,0.001,full,Tanh(),310.9911834716797
5,150,0.001,full,Sigmoid(),494.5573303222656
5,150,0.01,full,ReLU(),240.39886587142945
5,150,0.01,full,Tanh(),30.238502559661864
5,150,0.01,full,Sigmoid(),13.950439538955688
5,150,0.1,full,ReLU(),28.775656962394713
5,150,0.1,full,Tanh(),20.801884760856627
5,150,0.1,full,Sigmoid(),14.733228793144226
5,160,0.001,full,ReLU(),845.7293032073975
5,160,0.001,full,Tanh(),295.31953033447263
5,160,0.001,full,Sigmoid(),480.4731890869141
5,160,0.01,full,ReLU(),405.0394683074951
5,160,0.01,full,Tanh(),29.69087865829468
5,160,0.01,full,Sigmoid(),13.019502081871032
5,160,0.1,full,ReLU(),1475683.995183344
5,160,0.1,full,Tanh(),23.00021509170532
5,160,0.1,full,Sigmoid(),15.432541131973267
5,170,0.001,full,ReLU(),776.9523938179016
5,170,0.001,full,Tanh(),278.8035876464844
5,170,0.001,full,Sigmoid(),466.24434356689454
5,170,0.01,full,ReLU(),595.980489654541
5,170,0.01,full,Tanh(),27.472252082824706
5,170,0.01,full,Sigmoid(),13.821869802474975
5,170,0.1,full,ReLU(),99375.46116611958
5,170,0.1,full,Tanh(),19.37995199203491
5,170,0.1,full,Sigmoid(),17.747910189628602
5,180,0.001,full,ReLU(),846.3123040771484
5,180,0.001,full,Tanh(),264.56799682617185
5,180,0.001,full,Sigmoid(),454.8800274658203
5,180,0.01,full,ReLU(),336.94285636901856
5,180,0.01,full,Tanh(),24.598501358032227
5,180,0.01,full,Sigmoid(),15.656313652992248
5,180,0.1,full,ReLU(),37.70149941921234
5,180,0.1,full,Tanh(),20.971546535491942
5,180,0.1,full,Sigmoid(),19.582715501785277
5,190,0.001,full,ReLU(),799.4390150070191
5,190,0.001,full,Tanh(),249.3763912963867
5,190,0.001,full,Sigmoid(),443.34637634277345
5,190,0.01,full,ReLU(),359.066975440979
5,190,0.01,full,Tanh(),20.727548599243164
5,190,0.01,full,Sigmoid(),18.027499027252198
5,190,0.1,full,ReLU(),117194610.79320034
5,190,0.1,full,Tanh(),19.509223437309267
5,190,0.1,full,Sigmoid(),19.66783539772034
5,200,0.001,full,ReLU(),935.4413398361206
5,200,0.001,full,Tanh(),237.2318035888672
5,200,0.001,full,Sigmoid(),433.7879635620117
5,200,0.01,full,ReLU(),409.27896125793455
5,200,0.01,full,Tanh(),17.265205869674684
5,200,0.01,full,Sigmoid(),21.006905517578126
5,200,0.1,full,ReLU(),188.8348035955429
5,200,0.1,full,Tanh(),21.14914608478546
5,200,0.1,full,Sigmoid(),17.92769464492798
6,10,0.001,full,ReLU(),603.2229860305786
6,10,0.001,full,Tanh(),733.8114984130859
6,10,0.001,full,Sigmoid(),748.2431262207032
6,10,0.01,full,ReLU(),86.99418800354005
6,10,0.01,full,Tanh(),542.2154339599609
6,10,0.01,full,Sigmoid(),611.7499227905273
6,10,0.1,full,ReLU(),242.9429742908478
6,10,0.1,full,Tanh(),12.060068964958191
6,10,0.1,full,Sigmoid(),17.14831622123718
6,20,0.001,full,ReLU(),113.05553148269654
6,20,0.001,full,Tanh(),695.6590124511719
6,20,0.001,full,Sigmoid(),733.3726788330079
6,20,0.01,full,ReLU(),49.53466827392578
6,20,0.01,full,Tanh(),388.80676330566405
6,20,0.01,full,Sigmoid(),490.5367422485352
6,20,0.1,full,ReLU(),120.64005773067474
6,20,0.1,full,Tanh(),30.59599506378174
6,20,0.1,full,Sigmoid(),29.79931824684143
6,30,0.001,full,ReLU(),82.37079885482788
6,30,0.001,full,Tanh(),645.4978674316407
6,30,0.001,full,Sigmoid(),715.6005389404297
6,30,0.01,full,ReLU(),61.00177843093872
6,30,0.01,full,Tanh(),275.45862899780275
6,30,0.01,full,Sigmoid(),404.0054998779297
6,30,0.1,full,ReLU(),35.24836209774017
6,30,0.1,full,Tanh(),15.164186515808105
6,30,0.1,full,Sigmoid(),14.801842393875122
6,40,0.001,full,ReLU(),95.00370864868164
6,40,0.001,full,Tanh(),596.6394573974609
6,40,0.001,full,Sigmoid(),697.26287109375
6,40,0.01,full,ReLU(),65.40490692138673
6,40,0.01,full,Tanh(),186.43034454345704
6,40,0.01,full,Sigmoid(),318.76828735351563
6,40,0.1,full,ReLU(),28.15699788093567
6,40,0.1,full,Tanh(),25.80071508407593
6,40,0.1,full,Sigmoid(),18.669156126976013
6,50,0.001,full,ReLU(),84.66562837600708
6,50,0.001,full,Tanh(),552.8063259887696
6,50,0.001,full,Sigmoid(),675.3778033447265
6,50,0.01,full,ReLU(),70.12906009674072
6,50,0.01,full,Tanh(),117.56239494323731
6,50,0.01,full,Sigmoid(),254.345908203125
6,50,0.1,full,ReLU(),33.23517395019531
6,50,0.1,full,Tanh(),16.95003318786621
6,50,0.1,full,Sigmoid(),22.695308394432068
6,60,0.001,full,ReLU(),83.71465055465698
6,60,0.001,full,Tanh(),515.7588043212891
6,60,0.001,full,Sigmoid(),650.4190380859375
6,60,0.01,full,ReLU(),73.3001435470581
6,60,0.01,full,Tanh(),69.87782958984376
6,60,0.01,full,Sigmoid(),189.8913892364502
6,60,0.1,full,ReLU(),912558.825274415
6,60,0.1,full,Tanh(),24.45341236114502
6,60,0.1,full,Sigmoid(),20.88477138519287
6,70,0.001,full,ReLU(),78.25183395385743
6,70,0.001,full,Tanh(),483.48083068847654
6,70,0.001,full,Sigmoid(),628.0600897216797
6,70,0.01,full,ReLU(),88.66430404663086
6,70,0.01,full,Tanh(),38.623971996307375
6,70,0.01,full,Sigmoid(),154.473169631958
6,70,0.1,full,ReLU(),58.16717629909515
6,70,0.1,full,Tanh(),24.67044632911682
6,70,0.1,full,Sigmoid(),17.476338653564454
6,80,0.001,full,ReLU(),89.87492546081543
6,80,0.001,full,Tanh(),456.8611001586914
6,80,0.001,full,Sigmoid(),610.8338037109374
6,80,0.01,full,ReLU(),98.02471210479736
6,80,0.01,full,Tanh(),20.772392559051514
6,80,0.01,full,Sigmoid(),108.81180576324464
6,80,0.1,full,ReLU(),3222371.628347416
6,80,0.1,full,Tanh(),21.356008768081665
6,80,0.1,full,Sigmoid(),15.51395179271698
6,90,0.001,full,ReLU(),90.8080212020874
6,90,0.001,full,Tanh(),430.2778985595703
6,90,0.001,full,Sigmoid(),588.4881826782226
6,90,0.01,full,ReLU(),95.64504047393798
6,90,0.01,full,Tanh(),12.962695150375366
6,90,0.01,full,Sigmoid(),83.64822891235352
6,90,0.1,full,ReLU(),1431053.1727579308
6,90,0.1,full,Tanh(),19.303544726371765
6,90,0.1,full,Sigmoid(),15.540733790397644
6,100,0.001,full,ReLU(),80.31266399383544
6,100,0.001,full,Tanh(),407.7830062866211
6,100,0.001,full,Sigmoid(),572.048701171875
6,100,0.01,full,ReLU(),107.157672996521
6,100,0.01,full,Tanh(),12.269089331626892
6,100,0.01,full,Sigmoid(),63.95762302398682
6,100,0.1,full,ReLU(),3313713.645079632
6,100,0.1,full,Tanh(),17.944836292266846
6,100,0.1,full,Sigmoid(),17.049251470565796
6,110,0.001,full,ReLU(),91.5183825302124
6,110,0.001,full,Tanh(),385.16988037109377
6,110,0.001,full,Sigmoid(),551.9983819580078
6,110,0.01,full,ReLU(),100.61174476623535
6,110,0.01,full,Tanh(),15.808600635528565
6,110,0.01,full,Sigmoid(),43.45709489822388
6,110,0.1,full,ReLU(),291.14916078567506
6,110,0.1,full,Tanh(),16.17599709510803
6,110,0.1,full,Sigmoid(),19.901713066101074
6,120,0.001,full,ReLU(),96.43929588317872
6,120,0.001,full,Tanh(),366.5087030029297
6,120,0.001,full,Sigmoid(),537.2812963867187
6,120,0.01,full,ReLU(),114.50291881561279
6,120,0.01,full,Tanh(),21.020288524627684
6,120,0.01,full,Sigmoid(),32.60944757461548
6,120,0.1,full,ReLU(),6779240.57941061
6,120,0.1,full,Tanh(),18.071250109672548
6,120,0.1,full,Sigmoid(),21.106681489944457
6,130,0.001,full,ReLU(),96.57376041412354
6,130,0.001,full,Tanh(),347.0282629394531
6,130,0.001,full,Sigmoid(),524.015785522461
6,130,0.01,full,ReLU(),96.1041170501709
6,130,0.01,full,Tanh(),25.77643711090088
6,130,0.01,full,Sigmoid(),23.25957977294922
6,130,0.1,full,ReLU(),100.44098359584808
6,130,0.1,full,Tanh(),23.587246861457825
6,130,0.1,full,Sigmoid(),19.53988579750061
6,140,0.001,full,ReLU(),104.77882472991944
6,140,0.001,full,Tanh(),327.4943203735352
6,140,0.001,full,Sigmoid(),507.2132809448242
6,140,0.01,full,ReLU(),125.15954925537109
6,140,0.01,full,Tanh(),29.06317409515381
6,140,0.01,full,Sigmoid(),17.02357828140259
6,140,0.1,full,ReLU(),4852534.018158312
6,140,0.1,full,Tanh(),32.205507206916806
6,140,0.1,full,Sigmoid(),17.012545418739318
6,150,0.001,full,ReLU(),115.88567722320556
6,150,0.001,full,Tanh(),309.94475036621094
6,150,0.001,full,Sigmoid(),492.4149566650391
6,150,0.01,full,ReLU(),102.01476406097412
6,150,0.01,full,Tanh(),30.299108066558837
6,150,0.01,full,Sigmoid(),13.584519534111022
6,150,0.1,full,ReLU(),3670979.352036848
6,150,0.1,full,Tanh(),41.15441942691803
6,150,0.1,full,Sigmoid(),15.03790199279785
6,160,0.001,full,ReLU(),115.23408657073975
6,160,0.001,full,Tanh(),294.2256164550781
6,160,0.001,full,Sigmoid(),479.9706228637695
6,160,0.01,full,ReLU(),142.70472297668456
6,160,0.01,full,Tanh(),29.66410903930664
6,160,0.01,full,Sigmoid(),13.072577443122864
6,160,0.1,full,ReLU(),8968294.826846452
6,160,0.1,full,Tanh(),37.87481892108917
6,160,0.1,full,Sigmoid(),15.644014148712158
6,170,0.001,full,ReLU(),108.92603427886962
6,170,0.001,full,Tanh(),278.86339157104493
6,170,0.001,full,Sigmoid(),468.7468734741211
6,170,0.01,full,ReLU(),140.10412109375
6,170,0.01,full,Tanh(),27.086144466400146
6,170,0.01,full,Sigmoid(),13.866206440925598
6,170,0.1,full,ReLU(),130877835.85472889
6,170,0.1,full,Tanh(),44.089873180389404
6,170,0.1,full,Sigmoid(),17.758621006011964
6,180,0.001,full,ReLU(),128.02303089141844
6,180,0.001,full,Tanh(),261.4869317626953
6,180,0.001,full,Sigmoid(),454.88414581298827
6,180,0.01,full,ReLU(),365.03978313446044
6,180,0.01,full,Tanh(),23.74269567489624
6,180,0.01,full,Sigmoid(),15.218639631271362
6,180,0.1,full,ReLU(),63571906.0841475
6,180,0.1,full,Tanh(),45.09759367465973
6,180,0.1,full,Sigmoid(),19.212220153808595
6,190,0.001,full,ReLU(),133.3883781814575
6,190,0.001,full,Tanh(),248.61234268188477
6,190,0.001,full,Sigmoid(),444.7976416015625
6,190,0.01,full,ReLU(),159.49859764099122
6,190,0.01,full,Tanh(),20.063246574401855
6,190,0.01,full,Sigmoid(),17.95250011444092
6,190,0.1,full,ReLU(),1583.2523712348939
6,190,0.1,full,Tanh(),41.05915732383728
6,190,0.1,full,Sigmoid(),19.577837553024292
6,200,0.001,full,ReLU(),128.37625663757325
6,200,0.001,full,Tanh(),233.7762600708008
6,200,0.001,full,Sigmoid(),430.045309753418
6,200,0.01,full,ReLU(),179.50762924194336
6,200,0.01,full,Tanh(),16.78826344490051
6,200,0.01,full,Sigmoid(),20.079529294967653
6,200,0.1,full,ReLU(),4047110218.583186
6,200,0.1,full,Tanh(),43.25778569698334
6,200,0.1,full,Sigmoid(),17.897967834472656
7,10,0.001,full,ReLU(),171.89726928710937
7,10,0.001,full,Tanh(),737.8633166503906
7,10,0.001,full,Sigmoid(),746.8599322509766
7,10,0.01,full,ReLU(),73.99876091003418
7,10,0.01,full,Tanh(),539.6705691528321
7,10,0.01,full,Sigmoid(),616.7753869628906
7,10,0.1,full,ReLU(),198.086872215271
7,10,0.1,full,Tanh(),12.052387928962707
7,10,0.1,full,Sigmoid(),18.894066972732546
7,20,0.001,full,ReLU(),60.8963480758667
7,20,0.001,full,Tanh(),698.8076043701171
7,20,0.001,full,Sigmoid(),732.602173461914
7,20,0.01,full,ReLU(),45.146293277740476
7,20,0.01,full,Tanh(),392.13730987548826
7,20,0.01,full,Sigmoid(),502.5482525634766
7,20,0.1,full,ReLU(),109.84717329978943
7,20,0.1,full,Tanh(),30.63514699935913
7,20,0.1,full,Sigmoid(),29.719525547027587
7,30,0.001,full,ReLU(),54.14287418365478
7,30,0.001,full,Tanh(),644.1483087158203
7,30,0.001,full,Sigmoid(),714.4822442626953
7,30,0.01,full,ReLU(),47.733481559753415
7,30,0.01,full,Tanh(),276.0693231201172
7,30,0.01,full,Sigmoid(),399.5492349243164
7,30,0.1,full,ReLU(),63.98647026538849
7,30,0.1,full,Tanh(),19.850725927352904
7,30,0.1,full,Sigmoid(),15.281830940246582
7,40,0.001,full,ReLU(),49.72145080566406
7,40,0.001,full,Tanh(),595.6743249511719
7,40,0.001,full,Sigmoid(),691.5285070800782
7,40,0.01,full,ReLU(),54.767609443664554
7,40,0.01,full,Tanh(),184.9617642211914
7,40,0.01,full,Sigmoid(),321.5749983215332
7,40,0.1,full,ReLU(),63.16904857635498
7,40,0.1,full,Tanh(),23.214864501953127
7,40,0.1,full,Sigmoid(),18.707230930328368
7,50,0.001,full,ReLU(),48.48260585784912
7,50,0.001,full,Tanh(),551.5767300415039
7,50,0.001,full,Sigmoid(),674.2260748291015
7,50,0.01,full,ReLU(),52.51098030090332
7,50,0.01,full,Tanh(),117.93621513366699
7,50,0.01,full,Sigmoid(),250.79387771606446
7,50,0.1,full,ReLU(),37.279682726860045
7,50,0.1,full,Tanh(),17.593853378295897
7,50,0.1,full,Sigmoid(),23.18106233596802
7,60,0.001,full,ReLU(),48.25254329681397
7,60,0.001,full,Tanh(),516.7049606323242
