config,accuracy,r2_score
"(2, 50, 0.001, 32, Tanh())",0.0,0.5360660453637441
"(2, 50, 0.001, 32, Sigmoid())",0.0,0.4076070520612929
"(2, 50, 0.001, 64, ReLU())",0.0001111111163886057,0.4661521381802029
"(2, 50, 0.001, 64, Tanh())",0.0,0.4981983568933275
"(2, 50, 0.001, 64, Sigmoid())",0.0,0.30736929840511745
"(2, 50, 0.001, 128, ReLU())",0.0,0.3517574734157986
"(2, 50, 0.001, 128, Tanh())",0.0,0.4026464819908142
"(2, 50, 0.001, 128, Sigmoid())",0.0,0.210560056898329
"(2, 50, 0.01, 32, ReLU())",0.019944445236534294,0.6031581362088522
"(2, 50, 0.01, 32, Tanh())",0.0,0.6328509151935577
"(2, 50, 0.01, 32, Sigmoid())",0.0,0.5543883542219797
"(2, 50, 0.01, 64, ReLU())",0.01133333369054728,0.5862714416450925
"(2, 50, 0.01, 64, Tanh())",0.0,0.6018266677856445
"(2, 50, 0.01, 64, Sigmoid())",0.0,0.5781094630559286
"(2, 50, 0.01, 128, ReLU())",0.013111111902010938,0.5700012312995063
"(2, 50, 0.01, 128, Tanh())",0.0,0.58696624967787
"(2, 50, 0.01, 128, Sigmoid())",0.0,0.5111181404855516
"(2, 50, 0.1, 32, ReLU())",0.2228333420999762,0.3234998948044247
"(2, 50, 0.1, 32, Tanh())",0.011444444696988083,0.5018255346351199
"(2, 50, 0.1, 32, Sigmoid())",0.00222222234070715,0.6151537696520487
"(2, 50, 0.1, 64, ReLU())",0.1398888971760041,0.5035887393686507
"(2, 50, 0.1, 64, Tanh())",0.0035000001274359724,0.5626749893029531
"(2, 50, 0.1, 64, Sigmoid())",0.0005000000172812077,0.6197825372219086
"(2, 50, 0.1, 128, ReLU())",0.10677778360614967,0.3240225745571984
"(2, 50, 0.1, 128, Tanh())",0.0002777777974390321,0.5391043093469408
"(2, 50, 0.1, 128, Sigmoid())",0.0,0.5321733421749539
"(2, 60, 0.001, 32, ReLU())",0.0,0.5620313386122385
"(2, 60, 0.001, 32, Tanh())",0.0,0.5245387918419309
"(2, 60, 0.001, 32, Sigmoid())",0.0,0.4391077227062649
"(2, 60, 0.001, 64, ReLU())",0.00016666667458290854,0.5008486774232652
"(2, 60, 0.001, 64, Tanh())",0.0,0.5162957708040873
"(2, 60, 0.001, 64, Sigmoid())",0.0,0.3306601411766476
"(2, 60, 0.001, 128, ReLU())",0.0001111111163886057,0.3673139678107368
"(2, 60, 0.001, 128, Tanh())",0.0,0.40903089112705654
"(2, 60, 0.001, 128, Sigmoid())",0.0,0.23488962981435987
"(2, 60, 0.01, 32, ReLU())",0.026666667687499687,0.5915934774610732
"(2, 60, 0.01, 32, Tanh())",0.0,0.6150279144446055
"(2, 60, 0.01, 32, Sigmoid())",0.0,0.5679835445351071
"(2, 60, 0.01, 64, ReLU())",0.013833334029186517,0.5957419276237488
"(2, 60, 0.01, 64, Tanh())",0.0,0.6139382322629293
"(2, 60, 0.01, 64, Sigmoid())",0.0,0.5395393768946329
"(2, 60, 0.01, 128, ReLU())",0.002777777838572446,0.6038092076778412
"(2, 60, 0.01, 128, Tanh())",0.0,0.589419855011834
"(2, 60, 0.01, 128, Sigmoid())",0.0,0.5295230315791236
"(2, 60, 0.1, 32, ReLU())",0.20922222843445423,-1.0643678208192189
"(2, 60, 0.1, 32, Tanh())",0.021111111829264298,0.4658904771010081
"(2, 60, 0.1, 32, Sigmoid())",0.006333333621215489,0.6257235871420966
"(2, 60, 0.1, 64, ReLU())",0.14777778521723425,0.5000159839789072
"(2, 60, 0.1, 64, Tanh())",0.0021666667566427756,0.5418412420484755
"(2, 60, 0.1, 64, Sigmoid())",5.555555819430285e-05,0.5544019705719418
"(2, 60, 0.1, 128, ReLU())",0.1130000053348744,0.43831149737040204
"(2, 60, 0.1, 128, Tanh())",0.00033333333623078134,0.5534908738401201
"(2, 60, 0.1, 128, Sigmoid())",0.0,0.462160587310791
"(2, 70, 0.001, 32, ReLU())",0.00016666667458290854,0.5572527448336283
"(2, 70, 0.001, 32, Tanh())",0.0,0.5627471274799771
"(2, 70, 0.001, 32, Sigmoid())",0.0,0.42594286137157017
"(2, 70, 0.001, 64, ReLU())",0.0,0.542809804280599
"(2, 70, 0.001, 64, Tanh())",0.0,0.5217898421817355
"(2, 70, 0.001, 64, Sigmoid())",0.0,0.34339744514889187
"(2, 70, 0.001, 128, ReLU())",0.0001111111163886057,0.42016564144028556
"(2, 70, 0.001, 128, Tanh())",0.0,0.45081129007869297
"(2, 70, 0.001, 128, Sigmoid())",0.0,0.24833516610993278
"(2, 70, 0.01, 32, ReLU())",0.028000001433408923,0.6059402492311265
"(2, 70, 0.01, 32, Tanh())",0.0,0.6368673675590091
"(2, 70, 0.01, 32, Sigmoid())",0.0,0.5548561811447144
"(2, 70, 0.01, 64, ReLU())",0.016666667484160926,0.59353150261773
"(2, 70, 0.01, 64, Tanh())",0.0,0.6035038100348579
"(2, 70, 0.01, 64, Sigmoid())",0.0,0.5486393537786272
"(2, 70, 0.01, 128, ReLU())",0.006722222541510645,0.6007194287247128
"(2, 70, 0.01, 128, Tanh())",0.0,0.5826813247468736
"(2, 70, 0.01, 128, Sigmoid())",0.0,0.5332746770646837
"(2, 70, 0.1, 32, ReLU())",0.24305556677669907,0.3505993452337053
"(2, 70, 0.1, 32, Tanh())",0.020722222811956372,0.4695729480849372
"(2, 70, 0.1, 32, Sigmoid())",0.00044444445261938707,0.6192243297894796
"(2, 70, 0.1, 64, ReLU())",0.16616667442334196,0.3831761313809289
"(2, 70, 0.1, 64, Tanh())",0.0060000001750369035,0.546469294362598
"(2, 70, 0.1, 64, Sigmoid())",0.0007222222500584192,0.5891754031181335
"(2, 70, 0.1, 128, ReLU())",0.11805556111762093,0.279969463745753
"(2, 70, 0.1, 128, Tanh())",0.0021111111919809547,0.5205530855390761
"(2, 70, 0.1, 128, Sigmoid())",0.0,0.5178192522790697
"(2, 80, 0.001, 32, ReLU())",0.0,0.5555611683262719
"(2, 80, 0.001, 32, Tanh())",0.0,0.522979908519321
"(2, 80, 0.001, 32, Sigmoid())",0.0,0.4427335295412276
"(2, 80, 0.001, 64, ReLU())",0.0,0.49107592966821456
"(2, 80, 0.001, 64, Tanh())",0.0,0.5124305420451694
"(2, 80, 0.001, 64, Sigmoid())",0.0,0.35129470626513165
"(2, 80, 0.001, 128, ReLU())",5.555555819430285e-05,0.4107809927728441
"(2, 80, 0.001, 128, Tanh())",0.0,0.4275345636738671
"(2, 80, 0.001, 128, Sigmoid())",0.0,0.27566851178805035
"(2, 80, 0.01, 32, ReLU())",0.02877777864665,0.6009077098634508
"(2, 80, 0.01, 32, Tanh())",0.0,0.6161701149410672
"(2, 80, 0.01, 32, Sigmoid())",0.0,0.5691119498676724
"(2, 80, 0.01, 64, ReLU())",0.015277778471095694,0.6047495206197103
"(2, 80, 0.01, 64, Tanh())",0.0,0.6155447860558828
"(2, 80, 0.01, 64, Sigmoid())",0.0,0.5717837976084815
"(2, 80, 0.01, 128, ReLU())",0.005222222496134539,0.5969243579440646
"(2, 80, 0.01, 128, Tanh())",0.0,0.558534112241533
"(2, 80, 0.01, 128, Sigmoid())",0.0,0.5000935759809282
"(2, 80, 0.1, 32, ReLU())",0.17855556010423848,0.16760264171494377
"(2, 80, 0.1, 32, Tanh())",0.038333335218744144,0.3873603045940399
"(2, 80, 0.1, 32, Sigmoid())",0.0051111115026287735,0.6592489083607992
"(2, 80, 0.1, 64, ReLU())",0.17261111815201324,0.4629220167795817
"(2, 80, 0.1, 64, Tanh())",0.0037222224248883626,0.5236186815632714
"(2, 80, 0.1, 64, Sigmoid())",5.555555819430285e-05,0.5845872660477957
"(2, 80, 0.1, 128, ReLU())",0.1227222290278102,0.2882244421376122
"(2, 80, 0.1, 128, Tanh())",0.0022222222954345248,0.53254524535603
"(2, 80, 0.1, 128, Sigmoid())",0.0,0.4811910821331872
"(2, 90, 0.001, 32, ReLU())",0.0003333333491658171,0.5415169265535142
"(2, 90, 0.001, 32, Tanh())",0.0,0.5484902461369833
"(2, 90, 0.001, 32, Sigmoid())",0.0,0.46200381716092426
"(2, 90, 0.001, 64, ReLU())",0.0,0.5114691853523254
"(2, 90, 0.001, 64, Tanh())",0.0,0.5226416885852814
"(2, 90, 0.001, 64, Sigmoid())",0.0,0.35944675074683297
"(2, 90, 0.001, 128, ReLU())",0.0,0.43391167124112445
"(2, 90, 0.001, 128, Tanh())",0.0,0.4820677571826511
"(2, 90, 0.001, 128, Sigmoid())",0.0,0.2742621997992198
"(2, 90, 0.01, 32, ReLU())",0.026388889967670873,0.626305898030599
"(2, 90, 0.01, 32, Tanh())",0.0,0.64505226082272
"(2, 90, 0.01, 32, Sigmoid())",0.0,0.5559497641192542
"(2, 90, 0.01, 64, ReLU())",0.03555555646178416,0.6002075341012743
"(2, 90, 0.01, 64, Tanh())",0.0,0.6098893847730424
"(2, 90, 0.01, 64, Sigmoid())",0.0,0.5411457750532362
"(2, 90, 0.01, 128, ReLU())",0.006500000185850594,0.5996963414880965
"(2, 90, 0.01, 128, Tanh())",0.0,0.5657974978288015
"(2, 90, 0.01, 128, Sigmoid())",0.0,0.5269054041968452
"(2, 90, 0.1, 32, ReLU())",0.29022223512745565,0.48784787787331474
"(2, 90, 0.1, 32, Tanh())",0.022166668004097625,0.34670348631011116
"(2, 90, 0.1, 32, Sigmoid())",0.009555555931809876,0.5947522719701132
"(2, 90, 0.1, 64, ReLU())",0.20300000715845576,0.5251279539532132
"(2, 90, 0.1, 64, Tanh())",0.01000000051377962,0.5243588984012604
"(2, 90, 0.1, 64, Sigmoid())",5.555555819430285e-05,0.5872703890005747
"(2, 90, 0.1, 128, ReLU())",0.13216667502678725,0.285870224237442
"(2, 90, 0.1, 128, Tanh())",0.002222222288967007,0.5316611164145999
"(2, 90, 0.1, 128, Sigmoid())",0.0,0.43673402070999146
"(2, 100, 0.001, 32, ReLU())",0.0002222222327772114,0.5642498234907786
"(2, 100, 0.001, 32, Tanh())",0.0,0.5530823336707221
"(2, 100, 0.001, 32, Sigmoid())",0.0,0.4711415734555986
"(2, 100, 0.001, 64, ReLU())",0.0001111111163886057,0.5273105965720283
"(2, 100, 0.001, 64, Tanh())",0.0,0.5349524749649895
"(2, 100, 0.001, 64, Sigmoid())",0.0,0.38238560160001117
"(2, 100, 0.001, 128, ReLU())",0.0001111111163886057,0.4527817732757992
"(2, 100, 0.001, 128, Tanh())",0.0,0.4903488788339827
"(2, 100, 0.001, 128, Sigmoid())",0.0,0.2710273928112454
"(2, 100, 0.01, 32, ReLU())",0.02950000110366899,0.5841420922014449
"(2, 100, 0.01, 32, Tanh())",0.0,0.6191573904620277
"(2, 100, 0.01, 32, Sigmoid())",0.0,0.5666214459472232
"(2, 100, 0.01, 64, ReLU())",0.009277778257253684,0.5976411137315962
"(2, 100, 0.01, 64, Tanh())",0.0,0.6084742281172011
"(2, 100, 0.01, 64, Sigmoid())",0.0,0.5520478089650472
"(2, 100, 0.01, 128, ReLU())",0.005944444726790405,0.5986680653360155
"(2, 100, 0.01, 128, Tanh())",0.0,0.5862386557790968
"(2, 100, 0.01, 128, Sigmoid())",0.0,0.5155674053563012
"(2, 100, 0.1, 32, ReLU())",0.3143889023404982,-2.768092304468155
"(2, 100, 0.1, 32, Tanh())",0.018777778514453933,0.38580230871836346
"(2, 100, 0.1, 32, Sigmoid())",0.0026666667351188758,0.6304106149408553
"(2, 100, 0.1, 64, ReLU())",0.21011112000431037,0.4329623149500953
"(2, 100, 0.1, 64, Tanh())",0.007944444789447717,0.5165664354960123
"(2, 100, 0.1, 64, Sigmoid())",0.0006666666983316342,0.5786784622404311
"(2, 100, 0.1, 128, ReLU())",0.13888889622305417,0.27530645661883885
"(2, 100, 0.1, 128, Tanh())",0.0024444445476142895,0.5100358724594116
"(2, 100, 0.1, 128, Sigmoid())",0.0002222222327772114,0.44170069363382125
"(3, 10, 0.001, 32, ReLU())",0.0,0.40203660395410323
"(3, 10, 0.001, 32, Tanh())",0.0,0.4757503834035661
"(3, 10, 0.001, 32, Sigmoid())",0.0,0.1317343215147654
"(3, 10, 0.001, 64, ReLU())",0.0,0.2505609624915653
"(3, 10, 0.001, 64, Tanh())",0.0,0.35409458809428745
"(3, 10, 0.001, 64, Sigmoid())",0.0,0.048613528410593666
"(3, 10, 0.001, 128, ReLU())",0.0,0.12843291627036202
"(3, 10, 0.001, 128, Tanh())",0.0,0.20527604553434584
"(3, 10, 0.001, 128, Sigmoid())",0.0,-0.00031319260597229004
"(3, 10, 0.01, 32, ReLU())",0.013777778257564124,0.6266893115308549
"(3, 10, 0.01, 32, Tanh())",0.0,0.6118844615088569
"(3, 10, 0.01, 32, Sigmoid())",0.0,0.5503148900138007
"(3, 10, 0.01, 64, ReLU())",0.011666667052648134,0.5663741462760501
"(3, 10, 0.01, 64, Tanh())",0.0,0.5963381793763902
"(3, 10, 0.01, 64, Sigmoid())",0.0,0.4818876518143548
"(3, 10, 0.01, 128, ReLU())",0.0013888889354550177,0.5326501760217879
"(3, 10, 0.01, 128, Tanh())",0.0,0.5325626962714725
"(3, 10, 0.01, 128, Sigmoid())",0.0,0.331268052260081
"(3, 10, 0.1, 32, ReLU())",0.09705556012664197,0.5700999101003011
"(3, 10, 0.1, 32, Tanh())",0.0,0.5227328307098813
"(3, 10, 0.1, 32, Sigmoid())",0.0,0.6361650625864664
"(3, 10, 0.1, 64, ReLU())",0.043222223945324205,0.5261759493086073
"(3, 10, 0.1, 64, Tanh())",0.0,0.565546582142512
"(3, 10, 0.1, 64, Sigmoid())",0.0,0.6296311318874359
"(3, 10, 0.1, 128, ReLU())",0.03900000132853165,0.5684619314140744
"(3, 10, 0.1, 128, Tanh())",0.0,0.5595114429791769
"(3, 10, 0.1, 128, Sigmoid())",0.0,0.5591223935286204
"(3, 20, 0.001, 32, ReLU())",0.0,0.5150736835267808
"(3, 20, 0.001, 32, Tanh())",0.0,0.5284982257419162
"(3, 20, 0.001, 32, Sigmoid())",0.0,0.22135843833287558
"(3, 20, 0.001, 64, ReLU())",0.0,0.4066805773311191
"(3, 20, 0.001, 64, Tanh())",0.0,0.4672486484050751
"(3, 20, 0.001, 64, Sigmoid())",0.0,0.1313398215505812
"(3, 20, 0.001, 128, ReLU())",0.0,0.22252624895837572
"(3, 20, 0.001, 128, Tanh())",0.0,0.32440055741204155
"(3, 20, 0.001, 128, Sigmoid())",0.0,0.05386404527558221
"(3, 20, 0.01, 32, ReLU())",0.021000000512382638,0.6299788521395789
"(3, 20, 0.01, 32, Tanh())",0.0,0.6850899159908295
"(3, 20, 0.01, 32, Sigmoid())",0.0,0.5913734667830997
"(3, 20, 0.01, 64, ReLU())",0.01583333396896099,0.6375845935609605
"(3, 20, 0.01, 64, Tanh())",0.0,0.6239051752620273
"(3, 20, 0.01, 64, Sigmoid())",0.0,0.5336994495656755
"(3, 20, 0.01, 128, ReLU())",0.006000000304387261,0.5884680681758456
"(3, 20, 0.01, 128, Tanh())",0.0,0.5993339452478621
"(3, 20, 0.01, 128, Sigmoid())",0.0,0.4421895874871148
"(3, 20, 0.1, 32, ReLU())",0.11005556067943366,0.5278731385866801
"(3, 20, 0.1, 32, Tanh())",0.0,0.5005949570073022
"(3, 20, 0.1, 32, Sigmoid())",0.0,0.6297183599736955
"(3, 20, 0.1, 64, ReLU())",0.14572223175006607,0.5927534964349535
"(3, 20, 0.1, 64, Tanh())",0.0,0.5638453231917487
"(3, 20, 0.1, 64, Sigmoid())",0.0,0.589635024468104
"(3, 20, 0.1, 128, ReLU())",0.08811111646678506,0.5378994776142968
"(3, 20, 0.1, 128, Tanh())",0.0,0.5270505315727658
"(3, 20, 0.1, 128, Sigmoid())",0.0,0.5135026574134827
"(3, 30, 0.001, 32, ReLU())",0.00016666667458290854,0.5597279104921553
"(3, 30, 0.001, 32, Tanh())",0.0,0.5544810129536523
"(3, 30, 0.001, 32, Sigmoid())",0.0,0.3214200536410014
"(3, 30, 0.001, 64, ReLU())",0.0,0.4699292878309886
"(3, 30, 0.001, 64, Tanh())",0.0,0.5144562290774451
"(3, 30, 0.001, 64, Sigmoid())",0.0,0.16108818517790902
"(3, 30, 0.001, 128, ReLU())",0.0,0.31305137607786393
"(3, 30, 0.001, 128, Tanh())",0.0,0.42358938852945965
"(3, 30, 0.001, 128, Sigmoid())",0.0,0.08055939939286974
"(3, 30, 0.01, 32, ReLU())",0.018166667581277177,0.6189782387680478
"(3, 30, 0.01, 32, Tanh())",0.0,0.6984835498862796
"(3, 30, 0.01, 32, Sigmoid())",0.0,0.5797182685799069
"(3, 30, 0.01, 64, ReLU())",0.016777778341848817,0.6236823664771186
"(3, 30, 0.01, 64, Tanh())",0.0,0.6444987157980601
"(3, 30, 0.01, 64, Sigmoid())",0.0,0.5607990821202596
"(3, 30, 0.01, 128, ReLU())",0.01033333375946515,0.5905983845392863
"(3, 30, 0.01, 128, Tanh())",0.0,0.5835945043298933
"(3, 30, 0.01, 128, Sigmoid())",0.0,0.46467093957795036
"(3, 30, 0.1, 32, ReLU())",0.18311112269293517,0.3499067525068919
"(3, 30, 0.1, 32, Tanh())",0.0,0.480212711625629
"(3, 30, 0.1, 32, Sigmoid())",0.0,0.5995701286527846
"(3, 30, 0.1, 64, ReLU())",0.13505556078679445,0.5109176072809432
"(3, 30, 0.1, 64, Tanh())",0.0,0.47880227698220146
"(3, 30, 0.1, 64, Sigmoid())",0.0,0.5414469208982255
"(3, 30, 0.1, 128, ReLU())",0.08283333811495039,0.4506905972957611
"(3, 30, 0.1, 128, Tanh())",0.0,0.5182788405153487
"(3, 30, 0.1, 128, Sigmoid())",0.0,0.4054644438955519
"(3, 40, 0.001, 32, ReLU())",0.0002222222327772114,0.5772019624710083
"(3, 40, 0.001, 32, Tanh())",0.0,0.5711960130267673
"(3, 40, 0.001, 32, Sigmoid())",0.0,0.3564175632264879
"(3, 40, 0.001, 64, ReLU())",0.00016666667458290854,0.5254774888356527
"(3, 40, 0.001, 64, Tanh())",0.0,0.5262534154786004
"(3, 40, 0.001, 64, Sigmoid())",0.0,0.21887682212723625
"(3, 40, 0.001, 128, ReLU())",0.0,0.39657722579108345
"(3, 40, 0.001, 128, Tanh())",0.0,0.45373741454548305
"(3, 40, 0.001, 128, Sigmoid())",0.0,0.1014254026942783
"(3, 40, 0.01, 32, ReLU())",0.016388889706124447,0.6402271158165402
"(3, 40, 0.01, 32, Tanh())",0.0,0.6798552407158746
"(3, 40, 0.01, 32, Sigmoid())",0.0,0.5576581193341149
"(3, 40, 0.01, 64, ReLU())",0.03194444513388185,0.6284382773770226
"(3, 40, 0.01, 64, Tanh())",0.0,0.636079685555564
"(3, 40, 0.01, 64, Sigmoid())",0.0,0.5537314116954803
"(3, 40, 0.01, 128, ReLU())",0.01927777912674679,0.6291014353434244
"(3, 40, 0.01, 128, Tanh())",0.0,0.5880648990472158
"(3, 40, 0.01, 128, Sigmoid())",0.0,0.4699441194534302
"(3, 40, 0.1, 32, ReLU())",0.21444445641504395,0.3442235721482171
"(3, 40, 0.1, 32, Tanh())",0.0001111111163886057,0.38496503896183437
"(3, 40, 0.1, 32, Sigmoid())",0.0,0.5579782492584653
"(3, 40, 0.1, 64, ReLU())",0.1680555645402314,0.3968563775221507
"(3, 40, 0.1, 64, Tanh())",0.0,0.47489410638809204
"(3, 40, 0.1, 64, Sigmoid())",0.0,0.464588377210829
"(3, 40, 0.1, 128, ReLU())",0.14777778261729205,0.45875266525480485
"(3, 40, 0.1, 128, Tanh())",0.0,0.4085116883118947
"(3, 40, 0.1, 128, Sigmoid())",0.0,0.4056458804342482
"(3, 50, 0.001, 32, ReLU())",0.0001111111163886057,0.5984621710247464
"(3, 50, 0.001, 32, Tanh())",0.0,0.570160965124766
"(3, 50, 0.001, 32, Sigmoid())",0.0,0.38257773717244464
"(3, 50, 0.001, 64, ReLU())",0.0,0.5554769602086809
"(3, 50, 0.001, 64, Tanh())",0.0,0.5562091999583774
"(3, 50, 0.001, 64, Sigmoid())",0.0,0.24605514274703133
"(3, 50, 0.001, 128, ReLU())",0.0,0.42174361149470013
"(3, 50, 0.001, 128, Tanh())",0.0,0.48377204603619045
"(3, 50, 0.001, 128, Sigmoid())",0.0,0.12102284365230137
"(3, 50, 0.01, 32, ReLU())",0.03144444578275499,0.6463975442780389
"(3, 50, 0.01, 32, Tanh())",0.0,0.6832795871628655
"(3, 50, 0.01, 32, Sigmoid())",0.0,0.57677361369133
"(3, 50, 0.01, 64, ReLU())",0.02938888978678733,0.5698470307721032
"(3, 50, 0.01, 64, Tanh())",0.0,0.6239365835984548
"(3, 50, 0.01, 64, Sigmoid())",0.0,0.5558220677905612
"(3, 50, 0.01, 128, ReLU())",0.02077777826020287,0.59129070242246
"(3, 50, 0.01, 128, Tanh())",0.0,0.6076241532961527
"(3, 50, 0.01, 128, Sigmoid())",0.0,0.4839721984333462
"(3, 50, 0.1, 32, ReLU())",0.23600001219246122,0.4874848590956794
"(3, 50, 0.1, 32, Tanh())",0.0,0.28512659006648594
"(3, 50, 0.1, 32, Sigmoid())",0.0,0.5024832520220015
"(3, 50, 0.1, 64, ReLU())",0.1826666731762493,0.41744158665339154
"(3, 50, 0.1, 64, Tanh())",0.0,0.40170900689231026
"(3, 50, 0.1, 64, Sigmoid())",0.0,0.5102047191725837
"(3, 50, 0.1, 128, ReLU())",0.14266667384395582,0.41595640116267735
"(3, 50, 0.1, 128, Tanh())",0.0,0.34508100152015686
"(3, 50, 0.1, 128, Sigmoid())",0.0,0.3816669252183702
"(3, 60, 0.001, 32, ReLU())",0.0010000000474974513,0.5865307052930196
"(3, 60, 0.001, 32, Tanh())",0.0,0.5722544756200578
"(3, 60, 0.001, 32, Sigmoid())",0.0,0.4266344341966841
"(3, 60, 0.001, 64, ReLU())",0.00016666667458290854,0.5494079523616366
"(3, 60, 0.001, 64, Tanh())",0.0,0.5502449538972642
"(3, 60, 0.001, 64, Sigmoid())",0.0,0.2833728790283203
"(3, 60, 0.001, 128, ReLU())",0.0,0.477660596370697
"(3, 60, 0.001, 128, Tanh())",0.0,0.5159929792086283
"(3, 60, 0.001, 128, Sigmoid())",0.0,0.14517079459296334
"(3, 60, 0.01, 32, ReLU())",0.02700000108840565,0.6690278781784905
"(3, 60, 0.01, 32, Tanh())",0.0,0.6901383234394921
"(3, 60, 0.01, 32, Sigmoid())",0.0,0.6117226183414459
"(3, 60, 0.01, 64, ReLU())",0.021555556307753757,0.6245281762546964
"(3, 60, 0.01, 64, Tanh())",0.0,0.6363980306519402
"(3, 60, 0.01, 64, Sigmoid())",0.0,0.554211480749978
"(3, 60, 0.01, 128, ReLU())",0.04155555680497653,0.6291836202144623
"(3, 60, 0.01, 128, Tanh())",0.0,0.6057196093930138
"(3, 60, 0.01, 128, Sigmoid())",0.0,0.4906706015268962
"(3, 60, 0.1, 32, ReLU())",0.23116667648880845,0.39179597629441154
"(3, 60, 0.1, 32, Tanh())",0.0005000000172812077,0.31066903471946716
"(3, 60, 0.1, 32, Sigmoid())",0.0,0.5137309696939256
"(3, 60, 0.1, 64, ReLU())",0.18144445217654315,0.35680710275967914
"(3, 60, 0.1, 64, Tanh())",0.0001111111163886057,0.36808454990386963
"(3, 60, 0.1, 64, Sigmoid())",0.0,0.5400199691454569
"(3, 60, 0.1, 128, ReLU())",0.13772222781941915,0.19758188724517822
"(3, 60, 0.1, 128, Tanh())",0.0,0.2533962031205495
"(3, 60, 0.1, 128, Sigmoid())",0.0,0.32951657970746356
"(3, 70, 0.001, 32, ReLU())",0.0012777778320014477,0.6080657773547702
"(3, 70, 0.001, 32, Tanh())",0.0,0.5485368039872911
"(3, 70, 0.001, 32, Sigmoid())",0.0,0.4356738130251567
"(3, 70, 0.001, 64, ReLU())",0.0,0.5761274430486891
"(3, 70, 0.001, 64, Tanh())",0.0,0.5434504648049673
"(3, 70, 0.001, 64, Sigmoid())",0.0,0.30585656894577873
"(3, 70, 0.001, 128, ReLU())",5.555555819430285e-05,0.4833685490820143
"(3, 70, 0.001, 128, Tanh())",0.0,0.5240594148635864
"(3, 70, 0.001, 128, Sigmoid())",0.0,0.17221066024568346
"(3, 70, 0.01, 32, ReLU())",0.039333335460267134,0.6607402231958177
"(3, 70, 0.01, 32, Tanh())",0.0,0.6810886628097959
"(3, 70, 0.01, 32, Sigmoid())",0.0,0.5937658217218187
"(3, 70, 0.01, 64, ReLU())",0.0351111125977089,0.6175958183076646
"(3, 70, 0.01, 64, Tanh())",0.0,0.6537147826618619
"(3, 70, 0.01, 64, Sigmoid())",0.0,0.5680244366327921
"(3, 70, 0.01, 128, ReLU())",0.02811111260153767,0.616632471481959
"(3, 70, 0.01, 128, Tanh())",0.0,0.603454609711965
"(3, 70, 0.01, 128, Sigmoid())",0.0,0.5012473364671072
"(3, 70, 0.1, 32, ReLU())",0.3085555698554445,0.2825736370351579
"(3, 70, 0.1, 32, Tanh())",0.0020555556467216876,0.26843077937761944
"(3, 70, 0.1, 32, Sigmoid())",0.0,0.45226094457838273
"(3, 70, 0.1, 64, ReLU())",0.27055556885251364,0.48470745152897304
"(3, 70, 0.1, 64, Tanh())",0.00038888890089260205,0.3925599290264977
"(3, 70, 0.1, 64, Sigmoid())",0.0,0.46622828973664177
"(3, 70, 0.1, 128, ReLU())",0.19050000833036998,0.3575889534420437
"(3, 70, 0.1, 128, Tanh())",0.0,0.16010350982348123
"(3, 70, 0.1, 128, Sigmoid())",0.0019999999915146166,0.45445332924524945
"(3, 80, 0.001, 32, ReLU())",0.002444444521744218,0.5934736430644989
"(3, 80, 0.001, 32, Tanh())",0.0,0.5683068831761678
"(3, 80, 0.001, 32, Sigmoid())",0.0,0.4384068449338277
"(3, 80, 0.001, 64, ReLU())",0.0,0.5935103098551432
"(3, 80, 0.001, 64, Tanh())",0.0,0.560453302330441
"(3, 80, 0.001, 64, Sigmoid())",0.0,0.29184375206629437
"(3, 80, 0.001, 128, ReLU())",0.0,0.49975713425212437
"(3, 80, 0.001, 128, Tanh())",0.0,0.5248591403166453
"(3, 80, 0.001, 128, Sigmoid())",0.0,0.16734716958469814
"(3, 80, 0.01, 32, ReLU())",0.045388890611421734,0.6415917641586728
"(3, 80, 0.01, 32, Tanh())",0.0,0.6845706469482846
"(3, 80, 0.01, 32, Sigmoid())",0.0,0.5734447505739
"(3, 80, 0.01, 64, ReLU())",0.04111111271453814,0.6399199896388583
"(3, 80, 0.01, 64, Tanh())",0.0,0.6758506860997942
"(3, 80, 0.01, 64, Sigmoid())",0.0,0.5414378278785281
"(3, 80, 0.01, 128, ReLU())",0.042222223458035536,0.615260534816318
"(3, 80, 0.01, 128, Tanh())",0.0,0.6044274469216665
"(3, 80, 0.01, 128, Sigmoid())",0.0,0.4920167658064101
"(3, 80, 0.1, 32, ReLU())",0.41905557306017727,0.3389903141392602
"(3, 80, 0.1, 32, Tanh())",0.004888889108163615,0.2701472043991089
"(3, 80, 0.1, 32, Sigmoid())",0.004444444759024514,0.4909477300114102
"(3, 80, 0.1, 64, ReLU())",0.24161112199201146,0.37586936354637146
"(3, 80, 0.1, 64, Tanh())",0.0,0.2905392183197869
"(3, 80, 0.1, 64, Sigmoid())",0.0,0.4396730429596371
"(3, 80, 0.1, 128, ReLU())",0.2628333469296599,0.3316158884101444
"(3, 80, 0.1, 128, Tanh())",0.002166666685500079,0.15919083025720385
"(3, 80, 0.1, 128, Sigmoid())",0.0,0.3213898837566376
"(3, 90, 0.001, 32, ReLU())",0.003000000142492354,0.5865461826324463
"(3, 90, 0.001, 32, Tanh())",0.0,0.5611215995417701
"(3, 90, 0.001, 32, Sigmoid())",0.0,0.4606553051206801
"(3, 90, 0.001, 64, ReLU())",0.00038888890736012,0.5905469589763217
"(3, 90, 0.001, 64, Tanh())",0.0,0.5917016102208031
