experiment,repetition,state,mse,mape,r2
2,7,LavaEvaluator,0.2865659892559051,0.9626137018203736,-0.180290937423706
2,8,LossVal (epochs = 5),0.1889822781085968,0.7479323148727417,0.221631109714508
2,8,LossVal (epochs = 30),0.2462032288312912,0.8732141852378845,-0.0140471458435058
2,8,Random,0.1839557588100433,0.9577903747558594,0.2423340082168579
2,8,InfluenceSubsample,0.1270401179790496,0.6753423810005188,0.4767547249794006
2,8,LeaveOneOut,0.1304356306791305,0.6414896845817566,0.4627695083618164
2,8,DataShapley,0.3101101517677307,0.905019462108612,-0.2772631645202636
2,8,BetaShapley,0.1424350142478943,0.8298903107643127,0.4133471846580505
2,8,DataBanzhaf,0.2404152303934097,0.9180104732513428,0.009792149066925
2,8,DataOob,0.1439708024263382,0.7872803211212158,0.407021701335907
2,8,AME,0.1404089927673339,0.7010118961334229,0.4216918349266052
2,8,DVRL,0.2067848145961761,0.7622569799423218,0.1483070850372314
2,8,KNNShapley,0.1949516087770462,0.6355700492858887,0.1970449686050415
2,8,LavaEvaluator,0.2060743272304535,1.046464443206787,0.151233434677124
2,9,LossVal (epochs = 5),0.2487917095422744,0.9191144704818726,-0.0247083902359008
2,9,LossVal (epochs = 30),0.129305899143219,0.8020130395889282,0.467422604560852
2,9,Random,0.1182080805301666,0.6198246479034424,0.5131316184997559
2,9,InfluenceSubsample,0.2246258705854416,0.8230096101760864,0.0748243927955627
2,9,LeaveOneOut,0.1891154795885086,1.1607365608215332,0.2210825085639953
2,9,DataShapley,0.1686747223138809,1.088589787483215,0.30527263879776
2,9,BetaShapley,0.1256234943866729,0.793363094329834,0.4825894832611084
2,9,DataBanzhaf,0.1548840850591659,0.7583348751068115,0.3620727062225342
2,9,DataOob,0.1620656847953796,0.811625599861145,0.3324935436248779
2,9,AME,0.1626658588647842,0.7252616286277771,0.3300215601921081
2,9,DVRL,0.2206830233335495,0.8473371863365173,0.0910639762878418
2,9,KNNShapley,0.1574919819831848,0.7648356556892395,0.3513314723968506
2,9,LavaEvaluator,0.3432730436325073,0.9779614806175232,-0.4138524532318115
2,10,LossVal (epochs = 5),0.1847854703664779,1.0206648111343384,0.2389166355133056
2,10,LossVal (epochs = 30),0.1891529411077499,0.8302981853485107,0.2209281921386718
2,10,Random,0.2991868555545807,1.3496088981628418,-0.2322728633880615
2,10,InfluenceSubsample,0.1412191689014434,0.8711316585540771,0.4183549284934997
2,10,LeaveOneOut,0.1496701687574386,0.5981026291847229,0.3835474848747253
2,10,DataShapley,0.1671155840158462,0.7283825874328613,0.311694324016571
2,10,BetaShapley,0.1951153725385666,0.804409921169281,0.1963704824447631
2,10,DataBanzhaf,0.1768984794616699,0.8443199992179871,0.2714011073112488
2,10,DataOob,0.1357330679893493,0.722861111164093,0.4409507513046264
2,10,AME,0.154689222574234,0.7752149701118469,0.3628752827644348
2,10,DVRL,0.1944942772388458,1.055358648300171,0.1989285945892334
2,10,KNNShapley,0.2140590697526931,0.9576252698898317,0.1183462738990783
2,10,LavaEvaluator,0.1696253269910812,0.6461016535758972,0.3013573288917541
3,1,base,0.2342781573534011,1.042069435119629,0.1519262790679931
3,2,base,0.2233086973428726,1.2423737049102783,0.1916351318359375
3,3,base,0.3610166311264038,1.3122131824493408,-0.3068598508834839
3,4,base,0.3217692077159881,1.2574630975723269,-0.1647864580154419
3,5,base,0.2218786776065826,0.9077371954917908,0.1968117356300354
3,6,base,0.3165925741195678,0.9370776414871216,-0.1460473537445068
3,7,base,0.3574129939079284,1.4943400621414185,-0.2938148975372314
3,8,base,0.2274644672870636,0.9324948787689208,0.1765914559364318
3,9,base,0.3701551854610443,1.5179747343063354,-0.3399409055709839
3,10,base,0.2790809571743011,1.2557233572006226,-0.0102572441101074
3,1,LossVal (epochs = 5),0.2755029201507568,1.1613285541534424,0.0026950240135192
3,1,LossVal (epochs = 30),0.2484274506568908,0.9952107667922974,0.1007065773010253
3,1,Random,0.2508603036403656,0.89544278383255,0.0918998122215271
3,1,InfluenceSubsample,0.2578225433826446,1.3173381090164185,0.0666968822479248
3,1,LeaveOneOut,0.3597293198108673,1.6409236192703247,-0.3021998405456543
3,1,DataShapley,0.3305788338184356,1.0346778631210327,-0.1966767311096191
3,1,BetaShapley,0.2019197046756744,0.964069128036499,0.2690620422363281
3,1,DataBanzhaf,0.2152546495199203,0.9517067074775696,0.2207903265953064
3,1,DataOob,0.1805282980203628,1.1671569347381592,0.3464977145195007
3,1,AME,0.2541904151439667,0.950769543647766,0.0798450708389282
3,1,DVRL,0.2482776790857315,1.479384422302246,0.1012488007545471
3,1,KNNShapley,0.2814117074012756,1.3374714851379397,-0.018694519996643
3,1,LavaEvaluator,0.2326402515172958,1.1670475006103516,0.1578554511070251
3,2,LossVal (epochs = 5),0.2595076858997345,1.0652310848236084,0.0605968236923217
3,2,LossVal (epochs = 30),0.2490244656801223,0.8200645446777344,0.0985454320907592
3,2,Random,0.3023812174797058,1.7031642198562622,-0.0946029424667358
3,2,InfluenceSubsample,0.285515546798706,1.0324920415878296,-0.0335501432418823
3,2,LeaveOneOut,0.2461901158094406,1.361979842185974,0.1088056564331054
3,2,DataShapley,0.2596702873706817,0.9645347595214844,0.06000816822052
3,2,BetaShapley,0.2606607973575592,1.3722164630889893,0.0564225912094116
3,2,DataBanzhaf,0.2988746762275696,1.1906818151474,-0.0819094181060791
3,2,DataOob,0.2658215761184692,1.1301743984222412,0.0377408266067504
3,2,AME,0.332861065864563,1.21056067943573,-0.2049382925033569
3,2,DVRL,0.227527305483818,1.2211428880691528,0.1763639450073242
3,2,KNNShapley,0.306860864162445,1.1410130262374878,-0.1108191013336181
3,2,LavaEvaluator,0.3194931447505951,0.8741744160652161,-0.1565471887588501
3,3,LossVal (epochs = 5),0.2271921932697296,1.014954924583435,0.1775770783424377
3,3,LossVal (epochs = 30),0.222780704498291,1.322176814079285,0.1935464143753051
3,3,Random,0.2806754112243652,1.3841015100479126,-0.0160291194915771
3,3,InfluenceSubsample,0.2653364241123199,1.3192408084869385,0.0394971370697021
3,3,LeaveOneOut,0.3529532551765442,1.3779354095458984,-0.2776709794998169
3,3,DataShapley,0.3549498617649078,1.4012784957885742,-0.2848985195159912
3,3,BetaShapley,0.2324395328760147,1.1724348068237305,0.1585820317268371
3,3,DataBanzhaf,0.2232980579137802,0.9113951921463012,0.1916736364364624
3,3,DataOob,0.3165222108364105,0.9341456294059752,-0.1457924842834472
3,3,AME,0.2778218984603882,1.0623140335083008,-0.0056996345520019
3,3,DVRL,0.2428812086582183,1.0979607105255127,0.1207836866378784
3,3,KNNShapley,0.2493095993995666,1.1481527090072632,0.0975133180618286
3,3,LavaEvaluator,0.2285795211791992,1.0462627410888672,0.1725549697875976
3,4,LossVal (epochs = 5),0.2284668087959289,0.8133276104927063,0.1729630231857299
3,4,LossVal (epochs = 30),0.3688256442546844,1.3215301036834717,-0.3351279497146606
3,4,Random,0.2184787690639495,0.8852965831756592,0.2091191411018371
3,4,InfluenceSubsample,0.2934651970863342,1.2703857421875,-0.06232750415802
3,4,LeaveOneOut,0.2763282358646393,1.0783880949020386,-0.0002926588058471
3,4,DataShapley,0.2820075452327728,1.1580493450164795,-0.0208514928817749
3,4,BetaShapley,0.2281602323055267,0.9566878080368042,0.1740728020668029
3,4,DataBanzhaf,0.2530315518379211,1.2429653406143188,0.0840399861335754
3,4,DataOob,0.3354847729206085,1.552270770072937,-0.2144359350204467
3,4,AME,0.3905839025974273,1.6502132415771484,-0.4138916730880737
3,4,DVRL,0.3000350594520569,0.929032564163208,-0.0861099958419799
3,4,KNNShapley,0.401658147573471,1.189091444015503,-0.4539798498153686
3,4,LavaEvaluator,0.3555894196033478,1.1154550313949585,-0.2872136831283569
3,5,LossVal (epochs = 5),0.2185671180486679,1.017680287361145,0.2087993621826172
3,5,LossVal (epochs = 30),0.3080294132232666,1.0767093896865845,-0.115049123764038
3,5,Random,0.2216634303331375,0.9332846999168396,0.1975908875465393
3,5,InfluenceSubsample,0.1670920699834823,1.019562840461731,0.3951361179351806
3,5,LeaveOneOut,0.2500914335250854,1.254490613937378,0.0946831107139587
3,5,DataShapley,0.1857601255178451,1.170441746711731,0.3275588154792785
3,5,BetaShapley,0.5423905253410339,2.4455230236053467,-0.9634231328964232
3,5,DataBanzhaf,0.257785439491272,1.117812156677246,0.0668312311172485
3,5,DataOob,0.2741663753986358,1.079977035522461,0.0075331926345825
3,5,AME,0.259120225906372,0.983224391937256,0.0619993805885314
3,5,DVRL,0.3258175551891327,1.351261854171753,-0.179441213607788
3,5,KNNShapley,0.2097796201705932,1.2297420501708984,0.240609586238861
3,5,LavaEvaluator,0.2698520123958587,1.3636561632156372,0.0231509208679199
3,6,LossVal (epochs = 5),0.2263345718383789,1.284481644630432,0.1806816458702087
3,6,LossVal (epochs = 30),0.3137809336185455,1.1147918701171875,-0.1358692646026611
3,6,Random,0.2318872809410095,0.9713963270187378,0.1605811119079589
3,6,InfluenceSubsample,0.2733888626098633,0.92481791973114,0.0103477239608764
3,6,LeaveOneOut,0.3541637063026428,1.4886363744735718,-0.2820526361465454
3,6,DataShapley,0.367505133152008,1.220056414604187,-0.3303478956222534
3,6,BetaShapley,0.2240448594093322,1.038912057876587,0.1889702081680297
3,6,DataBanzhaf,0.2118194699287414,1.0231941938400269,0.2332254648208618
3,6,DataOob,0.2217421531677246,1.166903376579285,0.1973058581352234
3,6,AME,0.3101187348365783,1.0089644193649292,-0.1226123571395874
3,6,DVRL,0.2663803100585937,1.3247675895690918,0.0357182621955871
3,6,KNNShapley,0.3481203615665436,1.44393789768219,-0.2601761817932129
3,6,LavaEvaluator,0.2642127871513366,0.8402330279350281,0.0435645580291748
3,7,LossVal (epochs = 5),0.3346320390701294,1.3084893226623535,-0.2113491296768188
3,7,LossVal (epochs = 30),0.3352916240692138,1.233936786651611,-0.2137367725372314
3,7,Random,0.2021092027425766,0.910574197769165,0.2683761119842529
3,7,InfluenceSubsample,0.1988652944564819,1.0878114700317385,0.2801188230514526
3,7,LeaveOneOut,0.1922030597925186,0.9555375576019288,0.3042357563972473
3,7,DataShapley,0.3676802814006805,1.1726751327514648,-0.3309818506240845
3,7,BetaShapley,0.2504300773143768,1.0255836248397827,0.0934572219848632
3,7,DataBanzhaf,0.1989298015832901,1.1168262958526611,0.2798852920532226
3,7,DataOob,0.2759565711021423,1.2178736925125122,0.0010527968406677
3,7,AME,0.280686467885971,1.1445757150650024,-0.0160691738128662
3,7,DVRL,0.2864786684513092,1.4781548976898191,-0.037036657333374
3,7,KNNShapley,0.2738993763923645,1.163269281387329,0.0084996819496154
3,7,LavaEvaluator,0.2776751220226288,1.0154491662979126,-0.0051683187484741
3,8,LossVal (epochs = 5),0.2653897404670715,1.2850438356399536,0.0393041372299194
3,8,LossVal (epochs = 30),0.3463044762611389,1.7412257194519043,-0.2536027431488037
3,8,Random,0.2436485588550567,1.2037822008132937,0.1180059313774108
3,8,InfluenceSubsample,0.4146310985088348,1.727799415588379,-0.5009411573410034
3,8,LeaveOneOut,0.2496486604213714,1.0211173295974731,0.096285879611969
3,8,DataShapley,0.2324180006980896,1.3217005729675293,0.1586599349975586
3,8,BetaShapley,0.2342575639486313,1.196624994277954,0.1520008444786071
3,8,DataBanzhaf,0.2338769733905792,0.9412004947662354,0.1533785462379455
3,8,DataOob,0.2194561660289764,1.3567512035369873,0.2055810689926147
3,8,AME,0.2336665242910385,1.0564473867416382,0.1541403532028198
3,8,DVRL,0.2330857068300247,0.9252474308013916,0.1562429070472717
3,8,KNNShapley,0.2692329585552215,1.184097409248352,0.0253918170928955
3,8,LavaEvaluator,0.2811689376831054,1.340577244758606,-0.0178157091140747
3,9,LossVal (epochs = 5),0.3948054909706116,0.965446949005127,-0.4291735887527466
3,9,LossVal (epochs = 30),0.2159612476825714,1.025914192199707,0.2182324528694152
3,9,Random,0.2352023124694824,1.042602300643921,0.1485808491706848
3,9,InfluenceSubsample,0.2376525104045868,1.0838438272476196,0.139711320400238
3,9,LeaveOneOut,0.2906386852264404,1.4001857042312622,-0.0520956516265869
3,9,DataShapley,0.2771077752113342,1.116077542304993,-0.0031144618988037
3,9,BetaShapley,0.2265962362289428,0.8229595422744751,0.1797343492507934
3,9,DataBanzhaf,0.3622391819953918,1.3436006307601929,-0.3112854957580566
3,9,DataOob,0.2972695529460907,1.1175158023834229,-0.0760990381240844
3,9,AME,0.2443491816520691,1.2535512447357178,0.115469753742218
3,9,DVRL,0.2238231301307678,0.7701831459999084,0.1897728443145752
3,9,KNNShapley,0.3332481980323791,1.353620529174805,-0.2063397169113159
3,9,LavaEvaluator,0.3191630244255066,1.301770567893982,-0.155352234840393
3,10,LossVal (epochs = 5),0.2299646139144897,0.8236737251281738,0.1675410270690918
3,10,LossVal (epochs = 30),0.4332724213600158,1.630155324935913,-0.5684217214584351
3,10,Random,0.364230066537857,1.4596446752548218,-0.3184922933578491
3,10,InfluenceSubsample,0.2420207560062408,1.2223440408706665,0.1238985061645507
3,10,LeaveOneOut,0.3132023215293884,1.0039420127868652,-0.1337747573852539
3,10,DataShapley,0.2481521815061569,1.255245566368103,0.1017031073570251
3,10,BetaShapley,0.2701153457164764,1.179945468902588,0.0221976637840271
3,10,DataBanzhaf,0.3040557205677032,1.3697550296783447,-0.1006644964218139
3,10,DataOob,0.2820181250572204,0.9556332230567932,-0.0208896398544311
3,10,AME,0.2465271204710006,1.0147428512573242,0.1075857281684875
3,10,DVRL,0.1942359656095504,1.3934054374694824,0.2968767285346985
3,10,KNNShapley,0.2701860666275024,1.074193000793457,0.021941602230072
3,10,LavaEvaluator,0.2114432752132415,0.9099586009979248,0.2345872521400451
4,1,base,0.1776445060968399,0.6852277517318726,0.3778098225593567
4,2,base,0.1839325129985809,0.673190712928772,0.355786383152008
4,3,base,0.2013541758060455,0.8466370701789856,0.2947679758071899
4,4,base,0.1692851930856704,0.6905269622802734,0.4070878624916076
4,5,base,0.2320888489484787,0.9228013157844543,0.1871215105056762
4,6,base,0.193796619772911,0.6976497173309326,0.3212379217147827
4,7,base,0.1838839650154113,0.5572992563247681,0.3559564352035522
4,8,base,0.175920084118843,0.7030063271522522,0.3838495016098022
4,9,base,0.2329673320055008,0.7173420190811157,0.1840446591377258
4,10,base,0.286185085773468,0.6483945250511169,-0.002347707748413
4,1,LossVal (epochs = 5),0.2179616689682006,0.5667464733123779,0.2366011142730713
4,1,LossVal (epochs = 30),0.2009345591068267,0.6592974662780762,0.2962376475334167
4,1,Random,0.1973125338554382,0.6280714869499207,0.308923602104187
4,1,InfluenceSubsample,0.1805491894483566,0.6514021158218384,0.3676363229751587
4,1,LeaveOneOut,0.1384579986333847,0.8336386680603027,0.5150583982467651
4,1,DataShapley,0.1754328310489654,0.6924111247062683,0.3855561017990112
4,1,BetaShapley,0.2517819702625274,1.0301636457443235,0.1181474328041076
4,1,DataBanzhaf,0.2003591358661651,0.9550579190254213,0.298253059387207
4,1,DataOob,0.262045681476593,0.9384875893592834,0.0821992754936218
4,1,AME,0.2257187962532043,0.8689446449279785,0.2094322443008422
4,1,DVRL,0.2449526935815811,0.9325442314147948,0.1420665383338928
4,1,KNNShapley,0.1719321459531784,0.7319961190223694,0.3978170752525329
4,1,LavaEvaluator,0.1272419542074203,0.5910587310791016,0.5543420314788818
4,2,LossVal (epochs = 5),0.2047720551490783,0.6628434658050537,0.2827970385551452
4,2,LossVal (epochs = 30),0.1939115524291992,0.8926752209663391,0.3208354115486145
4,2,Random,0.2231604009866714,0.8620404005050659,0.2183929085731506
4,2,InfluenceSubsample,0.1515439748764038,0.6838753819465637,0.4692254662513733
4,2,LeaveOneOut,0.2318475544452667,0.8558542132377625,0.1879665851593017
4,2,DataShapley,0.2141141444444656,0.9204933047294616,0.250076949596405
4,2,BetaShapley,0.1718111634254455,0.7859331965446472,0.3982407450675964
4,2,DataBanzhaf,0.1481438279151916,0.6567794680595398,0.4811343550682068
4,2,DataOob,0.1819733530282974,0.789778470993042,0.3626483082771301
4,2,AME,0.1891200989484787,0.6546945571899414,0.3376172184944153
4,2,DVRL,0.1806093454360962,0.6844999194145203,0.3674256205558777
4,2,KNNShapley,0.1999405473470688,0.5511603355407715,0.2997191548347473
4,2,LavaEvaluator,0.2009440511465072,0.8998054265975952,0.2962043881416321
4,3,LossVal (epochs = 5),0.2113212198019027,0.6643286943435669,0.2598589658737182
4,3,LossVal (epochs = 30),0.2353010475635528,0.935048282146454,0.1758708953857422
4,3,Random,0.1963478922843933,0.7502039074897766,0.3123022317886352
4,3,InfluenceSubsample,0.2369486540555954,0.6588416695594788,0.1701002717018127
4,3,LeaveOneOut,0.2561190128326416,0.9043220281600952,0.1029571294784545
4,3,DataShapley,0.2466998696327209,0.9026193618774414,0.1359471678733825
4,3,BetaShapley,0.1547500193119049,0.6168867349624634,0.4579964876174927
4,3,DataBanzhaf,0.2141900062561035,0.7918314933776855,0.2498112320899963
4,3,DataOob,0.1688493192195892,0.6961125731468201,0.4086144566535949
4,3,AME,0.2447717189788818,0.7035887241363525,0.1427004337310791
4,3,DVRL,0.262587159872055,0.7356197237968445,0.0803027749061584
4,3,KNNShapley,0.1349602043628692,0.6155346035957336,0.5273092985153198
4,3,LavaEvaluator,0.1597581356763839,0.6571812629699707,0.4404558539390564
4,4,LossVal (epochs = 5),0.1411914378404617,0.6908911466598511,0.5054847002029419
4,4,LossVal (epochs = 30),0.1691620945930481,0.7592869400978088,0.407518982887268
4,4,Random,0.2250197082757949,0.9264243841171264,0.2118807435035705
4,4,InfluenceSubsample,0.2395253777503967,0.985944390296936,0.161075472831726
4,4,LeaveOneOut,0.2094146609306335,0.6934084892272949,0.2665365934371948
4,4,DataShapley,0.2234399914741516,0.739274799823761,0.2174136042594909
4,4,BetaShapley,0.1445944011211395,0.5134897232055664,0.4935660362243652
4,4,DataBanzhaf,0.2488415390253067,0.8196529150009155,0.1284461021423339
4,4,DataOob,0.2101041376590728,0.6258218288421631,0.2641217112541199
4,4,AME,0.1749596893787384,0.8396340012550354,0.3872132301330566
4,4,DVRL,0.2410528510808944,0.8383046388626099,0.1557255387306213
4,4,KNNShapley,0.190149500966072,0.8242177963256836,0.3340117931365967
4,4,LavaEvaluator,0.3137975931167602,0.8355016112327576,-0.0990588665008544
4,5,LossVal (epochs = 5),0.1648523211479187,0.5965569615364075,0.4226137399673462
4,5,LossVal (epochs = 30),0.1676196008920669,0.67295241355896,0.4129214882850647
4,5,Random,0.2707977592945099,0.9710438847541808,0.0515456199645996
4,5,InfluenceSubsample,0.2666645050048828,1.279615879058838,0.0660220980644226
4,5,LeaveOneOut,0.2201227247714996,0.7141181826591492,0.2290321588516235
4,5,DataShapley,0.2093954533338546,0.6705790758132935,0.2666038274765014
4,5,BetaShapley,0.2300179004669189,1.1035640239715576,0.1943748593330383
4,5,DataBanzhaf,0.1564447879791259,0.8720685243606567,0.4520606994628906
4,5,DataOob,0.1322185397148132,0.7862869501113892,0.5369117259979248
4,5,AME,0.1816390305757522,0.6710938215255737,0.3638192415237427
4,5,DVRL,0.1414808332920074,0.5929388999938965,0.5044710636138916
4,5,KNNShapley,0.2395791858434677,0.8195155262947083,0.1608870029449463
4,5,LavaEvaluator,0.1377103477716446,0.7432300448417664,0.5176770091056824
4,6,LossVal (epochs = 5),0.2071226090192794,0.6955435276031494,0.2745643854141235
4,6,LossVal (epochs = 30),0.1762651652097702,0.7845685482025146,0.3826408982276916
4,6,Random,0.2042362093925476,0.6893424391746521,0.284673810005188
4,6,InfluenceSubsample,0.188949316740036,0.659879744052887,0.3382153511047363
4,6,LeaveOneOut,0.2521733045578003,0.769842267036438,0.1167767643928527
4,6,DataShapley,0.2042532861232757,0.9454587697982788,0.2846140265464782
4,6,BetaShapley,0.2007095515727996,0.7101547122001648,0.2970257401466369
4,6,DataBanzhaf,0.1588736325502395,0.7169104218482971,0.4435537457466125
4,6,DataOob,0.1790293008089065,0.6776785254478455,0.3729596734046936
4,6,AME,0.1976197957992553,0.5798503756523132,0.3078474402427673
4,6,DVRL,0.2629560828208923,0.7902871370315552,0.0790107250213623
4,6,KNNShapley,0.1876511722803115,1.0477436780929563,0.3427620530128479
4,6,LavaEvaluator,0.1981206089258194,0.745110273361206,0.3060933947563171
4,7,LossVal (epochs = 5),0.2325359731912613,0.931033492088318,0.1855554580688476
4,7,LossVal (epochs = 30),0.1463587880134582,0.712592363357544,0.4873863458633423
4,7,Random,0.2021674960851669,0.7505548596382141,0.2919194102287292
4,7,InfluenceSubsample,0.1313998103141784,0.6079869866371155,0.5397793650627136
4,7,LeaveOneOut,0.2731461226940155,0.8255387544631958,0.0433205962181091
4,7,DataShapley,0.1821988672018051,0.6728586554527283,0.3618584275245666
4,7,BetaShapley,0.1965213865041732,0.755558967590332,0.3116945624351501
4,7,DataBanzhaf,0.1640550047159195,0.9120311737060548,0.4254063367843628
4,7,DataOob,0.2166594415903091,0.6229042410850525,0.2411621212959289
4,7,AME,0.1775120794773101,0.6802166104316711,0.3782736659049988
4,7,DVRL,0.1805147975683212,0.9721257090568542,0.3677567839622497
4,7,KNNShapley,0.2739731967449188,0.6661709547042847,0.0404238700866699
4,7,LavaEvaluator,0.1173418387770652,0.6424053907394409,0.5890166163444519
4,8,LossVal (epochs = 5),0.2129392921924591,0.6606438159942627,0.2541917562484741
4,8,LossVal (epochs = 30),0.179445207118988,0.5730304718017578,0.371502935886383
4,8,Random,0.2786893546581268,0.7032260298728943,0.0239057540893554
4,8,InfluenceSubsample,0.1768155246973037,0.7399482727050781,0.3807132840156555
4,8,LeaveOneOut,0.2479433268308639,1.1632039546966553,0.1315920352935791
4,8,DataShapley,0.1718384623527526,0.6392513513565063,0.3981451392173767
4,8,BetaShapley,0.203299731016159,0.9179790019989014,0.2879537940025329
4,8,DataBanzhaf,0.2154374420642852,0.8307054042816162,0.2454421520233154
4,8,DataOob,0.2974211573600769,1.1434636116027832,-0.041701316833496
4,8,AME,0.1707731634378433,0.6421013474464417,0.4018763303756714
4,8,DVRL,0.1705455034971237,0.6489551067352295,0.4026736617088318
4,8,KNNShapley,0.2237650454044342,0.7923322319984436,0.216275155544281
4,8,LavaEvaluator,0.1401916742324829,0.6254064440727234,0.5089862942695618
4,9,LossVal (epochs = 5),0.2538405060768127,0.8220165967941284,0.110937476158142
4,9,LossVal (epochs = 30),0.2287067323923111,0.9975440502166748,0.198967158794403
4,9,Random,0.1964502483606338,0.7005829215049744,0.3119437098503113
4,9,InfluenceSubsample,0.2306932955980301,0.8444995880126953,0.1920093297958374
4,9,LeaveOneOut,0.1544253528118133,0.6448245644569397,0.4591336250305176
4,9,DataShapley,0.186684176325798,0.6400904655456543,0.3461489081382751
4,9,BetaShapley,0.2558773159980774,0.9942489862442015,0.1038036346435546
4,9,DataBanzhaf,0.2258755564689636,1.0847179889678955,0.2088831663131714
4,9,DataOob,0.1381257772445678,0.6480299830436707,0.5162220001220703
4,9,AME,0.2640323340892792,1.320029616355896,0.075241208076477
4,9,DVRL,0.166809007525444,0.7810713052749634,0.4157605767250061
4,9,KNNShapley,0.2300821244716644,0.7755066752433777,0.194149911403656
4,9,LavaEvaluator,0.1346365958452224,0.7150084376335144,0.5284426808357239
4,10,LossVal (epochs = 5),0.193708136677742,0.6314491629600525,0.3215478062629699
4,10,LossVal (epochs = 30),0.146302193403244,0.7500999569892883,0.4875845909118652
4,10,Random,0.2002699375152588,0.7015116810798645,0.2985655069351196
4,10,InfluenceSubsample,0.1596099734306335,0.8523570895195007,0.4409747719764709
4,10,LeaveOneOut,0.1813765466213226,0.8137096762657166,0.3647385239601135
4,10,DataShapley,0.2276483625173568,1.2694905996322632,0.2026740312576294
4,10,BetaShapley,0.1298978328704834,0.6439677476882935,0.5450398921966553
4,10,DataBanzhaf,0.1777458786964416,0.7929987907409668,0.3774547576904297
4,10,DataOob,0.2389080822467804,0.7553053498268127,0.163237452507019
4,10,AME,0.1543922275304794,0.6036210060119629,0.4592496752738952
4,10,DVRL,0.1995031088590622,0.6077352166175842,0.3012512326240539
4,10,KNNShapley,0.1592937111854553,0.7630593180656433,0.4420824646949768
4,10,LavaEvaluator,0.1995458304882049,1.121830701828003,0.3011016249656677
5,1,base,0.2299922704696655,0.7100632190704346,0.0767167210578918
5,2,base,0.3388323187828064,0.7235275506973267,-0.360211968421936
5,3,base,0.201900765299797,0.6249986290931702,0.1894875168800354
5,4,base,0.2820327579975128,0.8928671479225159,-0.1321951150894165
5,5,base,0.2483409941196441,0.6117565631866455,0.0030574202537536
5,6,base,0.2019430249929428,0.8278709053993225,0.1893178820610046
5,7,base,0.3594594597816467,0.900978982448578,-0.4430177211761474
5,8,base,0.2225580811500549,0.7498049736022949,0.1065605282783508
5,9,base,0.2099467515945434,0.6747698187828064,0.1571875810623169
5,10,base,0.2385809868574142,0.6483651995658875,0.0422380566596984
5,1,LossVal (epochs = 5),0.1817212998867035,0.6749943494796753,0.2704961895942688
5,1,LossVal (epochs = 30),0.2903169989585876,0.5752230882644653,-0.1654515266418457
5,1,Random,0.2744171917438507,0.6620842218399048,-0.1016231775283813
5,1,InfluenceSubsample,0.2218298614025116,0.923657476902008,0.1094839572906494
5,1,LeaveOneOut,0.3143863677978515,0.7182637453079224,-0.2620757818222046
5,1,DataShapley,0.2978619337081909,0.8447694778442383,-0.1957399845123291
5,1,BetaShapley,0.2146387100219726,0.9111207127571106,0.1383522152900695
5,1,DataBanzhaf,0.3158005177974701,0.7325475215911865,-0.2677527666091919
5,1,DataOob,0.2957325577735901,1.079551100730896,-0.1871918439865112
5,1,AME,0.3982357382774353,0.7796556353569031,-0.5986815690994263
5,1,DVRL,0.2154550999403,0.8104777932167053,0.1350748538970947
5,1,KNNShapley,0.2868885993957519,0.6872444152832031,-0.1516884565353393
5,1,LavaEvaluator,0.3079404830932617,0.7621820569038391,-0.2361993789672851
5,2,LossVal (epochs = 5),0.2182647138833999,0.7582902908325195,0.1237958669662475
5,2,LossVal (epochs = 30),0.2017872780561447,0.7875464558601379,0.1899430751800537
5,2,Random,0.3753101825714111,0.8269801139831543,-0.5066490173339844
5,2,InfluenceSubsample,0.1833903938531875,0.879141092300415,0.263795793056488
5,2,LeaveOneOut,0.2357130795717239,0.9106860160827636,0.053750991821289
5,2,DataShapley,0.2702056467533111,0.6568417549133301,-0.0847163200378418
5,2,BetaShapley,0.1907457709312439,0.6793891191482544,0.2342682480812072
5,2,DataBanzhaf,0.2902785241603851,0.6867371797561646,-0.1652970314025879
5,2,DataOob,0.2712465524673462,0.7544893026351929,-0.0888949632644653
5,2,AME,0.2081694453954696,0.8189165592193604,0.1643224358558654
5,2,DVRL,0.208542063832283,0.9830191731452942,0.162826657295227
5,2,KNNShapley,0.2291936874389648,0.6674138307571411,0.0799224972724914
5,2,LavaEvaluator,0.3617901504039764,0.7962074279785156,-0.4523739814758301
5,3,LossVal (epochs = 5),0.1616574376821518,0.7011978626251221,0.3510407209396362
5,3,LossVal (epochs = 30),0.4631207287311554,0.9173758029937744,-0.8591564893722534
5,3,Random,0.1930848807096481,0.7871817946434021,0.2248781323432922
5,3,InfluenceSubsample,0.2260607182979583,0.6495383977890015,0.092499554157257
5,3,LeaveOneOut,0.2588895857334137,0.6797699332237244,-0.0392888784408569
5,3,DataShapley,0.1870499551296234,0.7033900618553162,0.2491047978401184
5,3,BetaShapley,0.2076042741537094,0.6881396770477295,0.1665913462638855
5,3,DataBanzhaf,0.2294641137123108,0.8713127970695496,0.078836977481842
5,3,DataOob,0.3014978170394897,0.7176195383071899,-0.2103358507156372
5,3,AME,0.1924511194229126,0.7018377184867859,0.2274222373962402
5,3,DVRL,0.8206080198287964,1.490985870361328,-2.294257164001465
5,3,KNNShapley,0.277861088514328,0.6336193680763245,-0.1154483556747436
5,3,LavaEvaluator,0.3968494534492492,0.7803230881690979,-0.5931165218353271
